CODE,TYPE,INDEX_CODE,DESCRIPTION,HR,lCI,uCI
1569,0,307,Glipizide,2.85939438083642,2.47319540328596,3.30589981458637
1794,0,76,Metformin hydrochloride,2.82333040061876,2.63239989842744,3.02810927618556
1568,0,80,Gliclazide,2.78713739593628,2.33267058657136,3.33014653185315
2537,0,530,Tiaprofenic acid,2.76626920563479,2.43615974024666,3.14110983431184
1831,0,237,Morphine sulphate,2.73186985211736,2.30971929997152,3.23117743744867
3884,0,422,Amisulpride,2.71695566478145,2.40613727884607,3.06792473949291
3822,0,164,Oxycodone hydrochloride,2.71685374309872,2.44648522386572,3.01710150929351
1372,0,430,Danazol,2.70825529630079,2.33620641904641,3.13955423208499
3982,0,487,Insulin aspart with insulin aspart protamine,2.67834395679567,2.0368722613017,3.52183418037199
3826,0,246,Cisplatin,2.66770737296934,2.27869298564603,3.12313360010512
2016,0,315,Potassium chloride,2.63363764994947,2.27288144918643,3.05165378234493
3817,0,493,Rituximab,2.62903054294805,2.21008906143503,3.12738600283638
2470,0,513,Cyproheptadine hydrochloride,2.62189746887947,2.21106801495557,3.10906145393031
1341,0,104,Colchicine,2.60125993546373,2.38156633608226,2.84121972557772
1371,0,470,Cytarabine,2.60116300080739,2.1749673001758,3.11087387668883
1594,0,544,Hexamine hippurate,2.59056758742418,2.13618956617298,3.14159404730905
3888,0,399,Ketone blood beta-ketone electrodes,2.5865160631037,1.89617536905676,3.52818914002739
2079,0,212,Quinine sulphate,2.57045779741569,2.28957919838662,2.88579372705298
1170,0,535,Nevirapine,2.54779320353978,2.20573280991879,2.94289960180738
3411,0,336,Sulphur,2.53113390549022,2.22360349670092,2.88119660588207
2330,0,34,Vitamins,2.5229292346965,2.31112704424911,2.7541419408877
1130,0,281,Benzatropine mesylate,2.4913327488627,2.24987551779757,2.75870323333784
2919,0,548,Gluten free bread mix,2.4754878078709,2.16990986277021,2.82409882182576
2250,0,75,Thiamine hydrochloride,2.46308694468357,2.12281929998877,2.85789624067519
2047,0,631,Procarbazine hydrochloride,2.46119774007127,2.03439835969172,2.97753598103071
1955,0,653,Phenelzine sulphate,2.45574396156766,2.09989722127781,2.87189217818304
3908,0,491,Insulin glulisine,2.44013920638225,1.92290655210076,3.09649958809429
2806,0,291,Perindopril,2.43055619032549,2.15960185958387,2.73550579154803
1580,0,285,Theophylline,2.42520397826557,2.11151594134492,2.78549369248373
3827,0,609,Dacarbazine,2.41959364661211,2.04759560294327,2.85917463697928
2930,0,649,Diabetic oral feed 1kcal/ml,2.41485104424644,1.91169918935531,3.0504305271295
1567,0,280,Glibenclamide,2.41282887748314,2.08300938153481,2.79487132589243
3920,0,197,Varenicline tartrate,2.4044011398382,2.23330493876865,2.5886052284659
1533,0,633,Fluphenazine decanoate,2.40137584990601,2.07610311067215,2.77761058343815
1629,0,240,Hyoscine hydrobromide,2.4013013150093,1.94374142591569,2.96657154526042
1863,0,205,Nifedipine,2.40001103851945,2.13193925961036,2.70179038124563
3820,0,460,Mesna,2.38506108908076,1.94120407087317,2.93040617624934
3835,0,162,Glatiramer acetate,2.38396899328165,2.08424245103514,2.72679800668377
2398,0,165,Felodipine,2.38217548080917,2.21662002538683,2.56009598234055
3829,0,489,Entacapone,2.36984411770922,2.05431459472059,2.7338369481841
3872,0,594,Exemestane,2.36981246817135,2.07826020688037,2.70226563339269
2317,0,414,Verapamil Hydrochloride,2.34499868822568,2.08622724066079,2.63586762774624
1087,0,78,Aspirin,2.33412402813302,2.18529351131223,2.49309072237002
2780,0,316,Pravastatin,2.33282770613614,2.07771480412533,2.61926473051599
3847,0,247,Etoposide phosphate,2.32911324415671,1.97718297806337,2.74368561953719
3722,0,116,Nicotine,2.30331802325444,2.14893166646581,2.46879600642393
1247,0,462,Acarbose,2.2835479040411,1.86820335746688,2.79123308991428
2169,0,347,Sotalol,2.27364103655554,1.98468944180301,2.60466118992054
3892,0,73,Bupropion hydrochloride,2.27306552291157,2.09253311279952,2.4691732904225
1088,0,596,Tacrolimus,2.25606010590479,1.79576070032151,2.83434602424691
2864,0,387,Betamethasone sodium phosphate with betamethasone acetate,2.239539081545,1.87532768142494,2.67448475668874
3845,0,438,Thalidomide,2.23709005253765,1.87596826572954,2.66772737822231
1873,0,650,Norethisterone with mestranol,2.2306152774723,1.9568767293633,2.5426458608416
1633,0,346,Hypromellose,2.21736509768448,2.00895426053356,2.44739667448849
1991,0,496,Pindolol,2.21652277819919,1.94475731729735,2.5262654535752
1432,0,106,Disulfiram,2.19781246179303,1.98107368297636,2.43826348243421
2128,0,360,Sodium Bicarbonate,2.19733866224675,1.87848437661384,2.5703153333156
1817,0,70,Metoprolol succinate,2.18144597767441,2.01789189302424,2.35825644077489
1283,0,313,Chlorpromazine hydrochloride,2.16881129821177,1.86621265800459,2.52047505254862
1171,0,626,Bumetanide,2.15664122532676,1.74433779023718,2.66639947882254
3819,0,642,Ifosfamide,2.13044767043219,1.7671964058594,2.56836606355742
1797,0,223,Methotrexate,2.11288932566198,1.89103737590195,2.36076841176502
1824,0,525,Mianserin hydrochloride,2.09848168981513,1.82364799571288,2.41473431980382
3799,0,69,Ezetimibe,2.09830734247789,1.88099243981049,2.3407290801978
2038,0,105,Prednisone,2.08894455644662,1.90122922767355,2.29519370751922
3949,0,389,Bisoprolol fumarate,2.07690777492243,1.66961250201866,2.58356109595365
2772,0,63,Quinapril,2.07179910823123,1.90957685389174,2.24780245745011
2013,0,573,Phosphorus,2.04602448531688,1.67514210849734,2.49902152974435
2929,0,364,Oral feed 1.5kcal/ml,2.02627592755628,1.78506856789155,2.30007642756471
2796,0,217,Calcipotriol,2.02448521919207,1.83370897060361,2.23510953397259
2424,0,621,Desmopressin,2.00893345991055,1.72186245553355,2.34386529155002
1074,0,143,Amphotericin B,2.00173579209639,1.73920936179388,2.3038894967923
2932,0,426,Oral feed (powder),1.97693466603044,1.71133746251967,2.28375218760103
1698,0,540,Ketotifen,1.97508151123891,1.75148299991259,2.22722514362541
2531,0,658,Lisuride hydrogen maleate,1.95271691721178,1.61136238227043,2.36638474418917
1254,0,225,Candesartan cilexetil,1.94717711355291,1.78046676997261,2.12949703723062
1409,0,373,Diflucortolone valerate,1.94610920973328,1.72334314435199,2.19767088674194
1094,0,349,Atenolol,1.92970144262542,1.77896712942802,2.09320767993499
1392,0,188,Dextropropoxyphene with paracetamol,1.91749542227005,1.61404510353387,2.27799625077172
1799,0,419,Levomepromazine maleate,1.90649739314421,1.66218241712045,2.18672287266909
1061,0,289,Losartan potassium,1.8961684735298,1.68716572051227,2.13106207427961
1553,0,494,Gemfibrozil,1.89016365065893,1.63867229491131,2.18025204756737
1648,0,485,Insulin Neutral,1.8887352616021,1.60340493258144,2.22484090944878
2793,0,249,Amlodipine,1.86866635256464,1.71560241384403,2.03538646776741
3900,0,587,Raltegravir potassium,1.8648354987093,1.5566584075827,2.23402348280549
2770,0,180,Cilazapril,1.85376369082895,1.75692821470794,1.95593638525921
1239,0,432,Compound hydroxybenzoate,1.84514224021983,1.60061140402554,2.12703088212478
3923,0,474,Donepezil hydrochloride,1.84356826072984,1.611455356894,2.1091145450789
3802,0,30,Blood glucose diagnostic test strip,1.83689350465712,1.64037074823019,2.05696044695502
1062,0,158,Gabapentin,1.83596095847702,1.59190277542862,2.11743624867059
3825,0,543,Carboplatin,1.81693176560627,1.53942858442415,2.14445871297368
1876,0,16,Nortriptyline Hydrochloride,1.80017060399595,1.6426680461873,1.97277484700134
2482,0,117,Bisacodyl,1.7951272609125,1.60098892960843,2.01280709895937
6033,0,580,Pamidronate disodium,1.78845028943093,1.45781216852501,2.19407856980767
1068,0,350,Losartan potassium with hydrochlorothiazide,1.77949136798504,1.59663815825722,1.98328563823734
1240,0,551,Propylene glycol,1.77317241483595,1.47900310553876,2.12585112293582
1138,0,478,Tolcapone,1.77051330335636,1.51490164449893,2.06925470623455
1996,0,334,Piroxicam,1.76643396878361,1.57790723228039,1.97748568625493
1795,0,261,Methadone hydrochloride,1.76468501866711,1.60590535953584,1.93916359803932
1626,0,516,Hydroxyurea,1.7631024183786,1.56493503689538,1.98636369204141
3808,0,311,Capecitabine,1.74694658173206,1.54158668961852,1.97966314835044
1615,0,367,Hydrocortisone butyrate with chlorquinaldol,1.73367106244741,1.51958963014768,1.97791251870772
1723,0,479,Levodopa with carbidopa,1.72938365395222,1.53382395415908,1.94987685154312
3924,0,327,Rivaroxaban,1.72758042070016,1.48626558653607,2.00807590313814
3430,0,492,Zinc,1.72554782583296,1.46643756992984,2.03044122729297
3878,0,403,Aripiprazole,1.72417749114709,1.53358110913806,1.93846155463477
1297,0,539,Cimetidine,1.72141700769585,1.5401794430378,1.92398134371918
1127,0,64,Cilazapril with hydrochlorothiazide,1.71766578796899,1.58003617313934,1.86728367952305
1914,0,54,Oxybutynin,1.7159684470376,1.57464353225146,1.86997733196062
1189,0,442,Calcitriol,1.69878508512284,1.46017639737947,1.97638502486068
1011,0,265,Risperidone,1.69523012669771,1.54968321855937,1.85444686245947
6010,0,65,Cyclizine hydrochloride,1.68368919846696,1.50394668124846,1.88491344299592
1492,0,4,Ipratropium bromide,1.67977718016295,1.47853828104223,1.90840603261703
1303,0,305,Clindamycin,1.67868753012559,1.47102192490554,1.91566949213222
2191,0,481,Sucralfate,1.66557530365734,1.43385357722457,1.93474503688375
3803,0,582,Zuclopenthixol decanoate,1.65568157880719,1.41634325354356,1.93546407874152
1383,0,200,Dexamethasone,1.64669062952606,1.49761822191158,1.81060165380988
1332,0,17,Codeine phosphate,1.63512790483805,1.50530714635939,1.7761446703062
2320,0,355,Vincristine sulphate,1.6345636236843,1.41698699978617,1.88554887255502
1978,0,480,Phenytoin sodium,1.6289222121849,1.42888408077056,1.85696489243441
1931,0,38,Paracetamol with codeine,1.60862347532277,1.48012092147633,1.7482824867974
2363,0,374,Acitretin,1.59905764537168,1.39014150445436,1.83937055690259
2166,0,202,Sodium valproate,1.58841146295133,1.43231830325719,1.76151555830683
2421,0,415,Ciclosporin,1.58347747348175,1.37692837602395,1.8210104117867
1107,0,310,Tropisetron,1.58112478555328,1.35868945122829,1.83997570985104
1116,0,159,Bendrofluazide,1.58083234856967,1.49634519509548,1.67008984455946
2707,0,497,Cyproterone acetate,1.57520473570862,1.38193542216226,1.79550355219676
2931,0,616,Oral feed 2 kcal/ml,1.57051554198225,1.33192545720358,1.85184467664303
1574,0,174,Glycerol,1.56299614224576,1.36993768950475,1.78326135516302
6304,0,67,Docusate sodium with sennosides,1.55890250976345,1.43438097848183,1.69423400854
2088,0,440,Rifampicin,1.55477710775873,1.3401841790011,1.80373107867334
1290,0,394,Chlortalidone [Chlorthalidone],1.54559677765838,1.41752663852384,1.68523774734537
1478,0,435,Ethinyloestradiol,1.54484956172313,1.34187620510743,1.77852484400012
2000,0,173,Pizotifen,1.53374891844492,1.37837422247789,1.70663794089395
1198,0,380,Calcium folinate,1.52008908781946,1.34715528466788,1.71522233643426
1532,0,464,Flupenthixol decanoate,1.51332274008661,1.3102467070875,1.74787366629139
3785,0,115,Venlafaxine,1.50026471113243,1.37048084496772,1.6423390459881
3312,0,60,Lactic acid,1.4982120663796,1.27568127269511,1.75956129786495
1021,0,613,Alginic acid,1.49537853808034,1.27210185149953,1.75784428700843
3922,0,643,Bacillus Calmette-Guerin (BCG) vaccine,1.48901047998238,1.27236061428313,1.74255017375443
2042,0,12,Probenecid,1.4822450529416,1.30911447062273,1.67827218037299
6307,0,545,"Insulin syringes, disposable with attached needle",1.47997568154587,1.2464896980396,1.75719704816812
1217,0,228,Carbamazepine,1.47939212632423,1.33312156988506,1.64171153844493
2060,0,96,Propranolol,1.47757314348298,1.33567791442093,1.6345425575811
1908,0,10,Orphenadrine citrate,1.47694722506523,1.35249463564167,1.61285157674061
1950,0,575,Pericyazine,1.47269630761206,1.26827479847022,1.71006663309104
1066,0,187,Salmeterol,1.46634039203234,1.31621775470411,1.63358542887071
3832,0,312,Oxaliplatin,1.46213434557645,1.27540189461661,1.67620642053139
1081,0,468,Cefuroxime axetil,1.45799497169351,1.26152234822321,1.68506672947774
3354,0,622,Phenobarbitone,1.44956965730731,1.31330654965858,1.59997084605441
2049,0,523,Procyclidine hydrochloride,1.44763423133303,1.28145833393211,1.63535934976267
1101,0,46,Malathion,1.43652764114448,1.20802432713729,1.70825339971618
3936,0,459,Bortezomib,1.43477057424503,1.22627218392784,1.67871915199581
1830,0,236,Morphine hydrochloride,1.43228402136432,1.21346892010331,1.69055629185862
3893,0,244,Enoxaparin sodium,1.4219480750557,1.26047794663549,1.60410289886596
3862,0,55,Ferrous fumarate with folic acid,1.41791417447325,1.29156068257046,1.55662883928219
1625,0,376,Hydroxychloroquine,1.41204555223557,1.25786442339492,1.58512523647572
1316,0,203,Clonazepam,1.40375023140091,1.20807626861663,1.63111780551287
3713,0,427,Brimonidine tartrate,1.40164623233369,1.20829956596271,1.62593136334527
3780,0,607,Imatinib mesilate,1.4012230723071,1.2108810945684,1.62148546803894
2427,0,49,Dihydrocodeine tartrate,1.38949125365298,1.17855964983649,1.63817414268849
2069,0,538,Pyrazinamide,1.38797030985896,1.23071917473026,1.56531369674337
3864,0,428,Testosterone,1.3810079390179,1.2090369550579,1.57743972973857
1515,0,532,Fludrocortisone acetate,1.38069267597424,1.22510509778735,1.55603977889888
1053,0,371,Amiloride hydrochloride with hydrochlorothiazide,1.3736600372561,1.2240489323375,1.54155757021171
2487,0,559,Magnesium hydroxide,1.36024139708575,1.18819658661056,1.55719741934608
1012,0,652,Midodrine,1.35453426368172,1.14395053897568,1.60388321782747
1537,0,508,Flutamide,1.34427295888671,1.17683062379749,1.53553939832296
3801,0,238,Fentanyl,1.33892270101264,1.15551774581279,1.55143787776793
1190,0,160,Citalopram hydrobromide (Celapram),1.33549087121171,1.16391837877312,1.53235475924851
3333,0,383,Menthol,1.33379261441576,1.18084961560712,1.50654470709665
3880,0,519,Methylphenidate hydrochloride extended-release,1.33351233620076,1.18062391723044,1.50619949744124
2058,0,148,"Acetic acid with 1, 2- propanediol diacetate and benzethonium",1.33190502945199,1.18534780590927,1.49658268960031
3899,0,343,Aprepitant,1.33182556758637,1.15020112981726,1.54212971670318
2711,0,329,Enalapril maleate,1.32959143668473,1.18949731625798,1.48618526863659
2239,0,628,Tetracosactrin,1.32752749948062,1.11448912943375,1.58128887517518
1810,0,322,Methylprednisolone Acetate,1.32432147210681,1.17562370739947,1.49182714710875
1829,0,568,Spacer devices and masks,1.32169714042349,1.16638272038875,1.49769308175401
2514,0,178,Celiprolol,1.31792540563804,1.18282946108395,1.46845122815462
1059,0,133,Amitriptyline,1.314504160235,1.20371844357521,1.43548617743446
1308,0,436,Clobazam,1.30890831315492,1.17107390241455,1.46296571780281
1100,0,172,Azathioprine,1.30602365512739,1.16151293746578,1.46851380878619
3282,0,354,Emulsifying ointment,1.3032151195139,1.16894878767818,1.4529033826221
6011,0,604,Cyclizine lactate,1.29572243640727,1.11266876377118,1.5088916727732
2536,0,157,Tenoxicam,1.29341030996064,1.18238029214353,1.41486646980531
2096,0,110,Salbutamol,1.29190541170751,1.18481452102296,1.40867584181711
3815,0,395,Paclitaxel,1.2910436641827,1.13297755029879,1.47116219768585
2285,0,632,Tranylcypromine sulphate,1.28549338677467,1.10963093072691,1.48922781591792
2447,0,45,Lactulose,1.28468173009083,1.17499933686184,1.40460262048916
3837,0,645,Carmustine,1.28440526788295,1.10917302640989,1.48732150249373
1781,0,411,Mercaptopurine,1.2839325611075,1.14021803151493,1.44576105263118
3813,0,356,Doxorubicin hydrochloride,1.2807189998905,1.12374285565685,1.45962321221767
2430,0,457,Poloxamer,1.28051121700173,1.13669530838818,1.44252286850056
2546,0,416,Misoprostol,1.27246305413974,1.13114288842221,1.43143915832697
1809,0,402,Methylphenidate hydrochloride,1.2679992249057,1.13540145635055,1.41608241328964
2771,0,448,Isradipine,1.26450251696119,1.11691852480829,1.43158751501202
2220,0,126,Pine tar with trolamine laurilsulfate and fluorescein,1.26080307359448,1.1275812118576,1.40976487872347
1849,0,211,Nefopam hydrochloride,1.26032700010539,1.07698546161506,1.47487984175071
2339,0,233,Wool fat with mineral oil,1.25732962176991,1.113528810637,1.41970083097869
1838,0,177,Nadolol,1.25190777061536,1.1248749577628,1.39328647625349
3906,0,32,Tramadol hydrochloride,1.2428242237273,1.12971528982544,1.36725780822355
2540,0,498,Goserelin,1.23772968765197,1.11124323834788,1.37861336458856
2512,0,576,Octreotide LAR (somatostatin analogue),1.23686247152579,1.05257439869623,1.45341628616829
3901,0,209,Mirtazapine,1.23168984390114,1.12826868180885,1.3445909613808
2639,0,18,Omeprazole,1.22765940915305,1.15630090063025,1.30342164747994
2642,0,583,Selegiline hydrochloride,1.21750559670098,1.02881985217076,1.44079634045803
6019,0,357,Heparinised saline,1.21105883789444,1.0279908620862,1.4267281577443
1389,0,499,Dexamfetamine sulfate,1.20967114732436,1.04675842033152,1.39793887132581
3798,0,586,Lopinavir with ritonavir,1.20893935851053,1.05685474389899,1.38290941209564
1986,0,386,Phytomenadione,1.20742652350999,1.03161140028121,1.41320540784836
3836,0,222,Adalimumab,1.20633082527999,1.04506595518944,1.3924805920569
1078,0,53,Clozapine,1.20592407352807,1.09808641132734,1.32435194180818
2387,0,170,"Triamcinolone acetonide with gramicidin, neomycin and nystatin",1.19632682370535,1.09939294732362,1.30180739525487
6006,0,482,Buspirone hydrochloride,1.19512408025764,1.07072040350114,1.33398183367126
2319,0,471,Vinblastine sulphate,1.18436156233903,1.02610519799142,1.36702583038459
2782,0,41,Naproxen,1.18433427440225,1.07777678345069,1.30142687712487
3244,0,155,Cetomacrogol,1.18267441101104,1.05992587685322,1.31963828132296
1570,0,273,Glucagon hydrochloride,1.17800587164097,1.02481973390764,1.35408968788033
1133,0,325,Topiramate,1.17291015292917,1.05759186636548,1.30080257857137
3787,0,584,Pegylated interferon alfa-2a,1.17107524935318,1.04351386368808,1.31423001396514
1309,0,149,Clobetasol propionate,1.16978173501994,1.08160033510693,1.26515244417984
1909,0,458,Orphenadrine hydrochloride,1.16597187017788,1.01182488904805,1.34360245212505
2859,0,369,Mucilaginous laxatives with stimulants,1.15799087487262,1.00338161478615,1.33642359649379
2080,0,210,Ranitidine,1.15624070139879,1.0603879601975,1.26075795817426
2513,0,71,Simvastatin,1.14966482707714,1.09226815705702,1.21007758587373
1929,0,15,Paracetamol,1.14464148208891,1.06250118107597,1.23313192103174
2298,0,504,Trifluoperazine hydrochloride,1.14057296644236,1.02555500863107,1.26849040844294
1717,0,431,Levodopa with Benserazide,1.13280004400019,0.959655874342554,1.33718343626663
2783,0,136,Naproxen sodium,1.12873579823431,1.03041567577077,1.23643742246315
1315,0,424,Clomipramine hydrochloride,1.12143466026244,1.0132435540002,1.24117808820294
1373,0,565,Dantrolene,1.11875753305605,0.981229078996813,1.27556188922701
3877,0,495,Levetiracetam,1.11683454534316,0.981345264305997,1.27103013285946
3736,0,243,Ferrous gluconate with ascorbic acid,1.11501288439009,1.00944994635911,1.23161503632753
1181,0,400,Letrozole,1.1144668404916,0.996852769913844,1.24595765396997
2841,0,555,Captopril,1.1142104997366,0.961663658936562,1.29095554998526
3786,0,528,Etanercept,1.11298741197895,0.943193656997936,1.31334744464498
3871,0,529,Lidocaine [Lignocaine] with chlorhexidine,1.11210041631955,0.927185350457714,1.33389438839557
3749,0,263,Quinapril with hydrochlorothiazide,1.11089131586987,1.01397541833452,1.21707044703518
1026,0,103,Allopurinol,1.10727824541533,1.02082592862924,1.20105208771139
1369,0,340,Cyclophosphamide,1.1041977516383,0.961019301711387,1.26870779031372
1437,0,286,Dosulepin [Dothiepin] hydrochloride,1.10141136769368,0.990043158949078,1.22530718981237
1083,0,186,Eformoterol fumarate,1.09661565025621,0.991806306143439,1.21250074428639
1510,0,287,Flecainide acetate,1.08946753212601,0.996718712776444,1.19084701465111
1098,0,328,Pantoprazole,1.08699333872814,0.995940833586963,1.18637019247809
2312,0,250,Urea,1.083709749152,0.982809650736072,1.1949687505892
1048,0,163,Amantadine hydrochloride,1.08246503469865,0.904143194431369,1.29595683356557
3865,0,608,Ethambutol hydrochloride,1.08235494378773,0.950205472482547,1.23288305347375
1823,0,500,Mexiletine hydrochloride,1.0805974117741,0.913006466376294,1.27895125537
3855,0,581,Adefovir dipivoxil,1.07642515269642,0.940592295614244,1.23187391047132
1137,0,74,Atorvastatin,1.07306893688182,1.00021927473834,1.15122450884773
2828,0,166,Permethrin,1.06872738746968,0.971951920225734,1.17513861021284
6026,0,44,Erythromycin ethyl succinate,1.06860507068932,0.986982745725607,1.15697746698035
2404,0,111,Terbutaline sulphate,1.06632075368204,0.926941704003426,1.22665745302233
3854,0,377,Capsaicin,1.06425660359831,0.932442626552936,1.21470435397165
1324,0,450,"Coal tar with allantoin, menthol, phenol and sulphur",1.06409829932977,0.947966341149967,1.19445716739577
3887,0,572,Atomoxetine,1.06170140575647,0.906780644120962,1.24308991628067
1697,0,444,Ketoprofen,1.06026564034224,0.944956224215923,1.18964582621076
2057,0,554,Propamidine isethionate,1.05228318014322,0.936445454602896,1.18244996093433
1020,0,515,Alfacalcidol,1.05120857333369,0.910234804441751,1.2140158333409
2466,0,282,Lithium carbonate,1.05069171828328,0.947115567750323,1.1655949120246
3983,0,388,Blood ketone diagnostic test meter,1.04741234594595,0.91262750620309,1.20210339375401
3793,0,352,Naltrexone hydrochloride,1.04032346147891,0.864279437692039,1.2522256776044
2708,0,512,Enalapril maleate with hydrochlorothiazide,1.03890970024376,0.940241899317219,1.14793157595335
3349,0,147,Paraffin,1.03630878427693,0.925810193470635,1.15999575716876
3776,0,375,Coal tar with salicylic acid and sulphur,1.03146671952938,0.926765706756528,1.14799629047582
3883,0,520,Bicalutamide,1.02933895913752,0.916943340969653,1.15551162809892
3964,0,640,Ivermectin,1.02748770974582,0.900469640187183,1.17242264098904
3967,0,526,Montelukast,1.02492064349583,0.879824454697415,1.19394536018571
1966,0,651,Phenoxybenzamine hydrochloride,1.02356277061239,0.896465909333772,1.16867884709895
3385,0,61,Salicylic Acid,1.01021365483174,0.908897561381909,1.12282359615628
1631,0,139,Hyoscine butylbromide,1.00780047310212,0.927506766468015,1.09504515794806
3852,0,564,Oral feed with fibre 1.5 kcal/ml,1.00664862161945,0.871368258426387,1.16293132967494
1680,0,465,Isoniazid with rifampicin,0.997475365388511,0.8904418260476,1.11737462847321
1221,0,33,Carbimazole,0.996952353466227,0.898514073003266,1.10617521188033
2293,0,472,Triamterene with hydrochlorothiazide,0.996197101165641,0.877376898036666,1.13110872487248
2900,0,503,Lamivudine,0.990047139358374,0.868187265075606,1.12901142136235
1798,0,603,Levomepromazine hydrochloride,0.989598850957907,0.859350517716724,1.13958840499591
3270,0,59,Collodion flexible,0.987501467398631,0.893107302977773,1.09187232582591
2314,0,483,Vancomycin,0.986099216823349,0.836378392109266,1.16262169682235
3830,0,488,Ropinirole hydrochloride,0.985556182135727,0.838236800965407,1.15876681509004
2385,0,294,Povidone iodine,0.981977585950302,0.860392460902101,1.12074433834271
1084,0,258,Ascorbic acid,0.979993577017779,0.875797772471031,1.09658581145554
1911,0,301,Oxazepam,0.978370426508618,0.879985004683201,1.08775568489517
1814,0,29,Metoclopramide Hydrochloride,0.97560051473383,0.893328679123826,1.06544924235773
2384,0,567,Olsalazine,0.971404120080536,0.84936468284581,1.11097857441848
2530,0,648,Haloperidol decanoate,0.962344839105705,0.846591316181513,1.09392521710537
1022,0,213,Lansoprazole,0.959739157156582,0.884708182306113,1.04113341348178
1394,0,218,Compound electrolytes with glucose [Dextrose],0.955933203863289,0.841032540312779,1.08653143183793
1043,0,590,Valaciclovir,0.955924346807488,0.834722536265056,1.09472467451048
2213,0,574,"Sunscreens, proprietary",0.947874881975128,0.801025171732261,1.12164613995385
3858,0,196,Fluticasone with salmeterol,0.94665466127321,0.850624334395092,1.05352622946954
2305,0,634,Tropicamide,0.943721816949325,0.802088118415191,1.11036536677024
2486,0,381,Paraffin liquid with wool fat,0.941147143042955,0.828318122845668,1.06934512287974
2510,0,578,Somatropin (Genotropin),0.939465206417678,0.814242287617914,1.08394624977224
1572,0,571,Glucose oxidase,0.938506199069304,0.814843537107908,1.0809362111623
1140,0,302,Olanzapine,0.936915645243418,0.846448596459758,1.03705166500754
1151,0,81,Bezafibrate,0.933035577302315,0.845292917033318,1.02988605602802
3849,0,557,Mitomycin C,0.932642162361714,0.809769471917793,1.0741592924647
3974,0,656,Filgrastim,0.930908325472923,0.792833621053348,1.09302921498645
1401,0,9,Diclofenac sodium,0.930685551835873,0.878215224633767,0.986290799908709
1728,0,28,Loperamide hydrochloride,0.928871620839066,0.852454726029373,1.01213878186707
1642,0,229,Imipramine hydrochloride,0.926347208719254,0.832135629288885,1.03122510429613
3927,0,423,Sertraline,0.926188897119713,0.845195294555849,1.01494397646714
3905,0,396,Lidocaine [Lignocaine],0.9254175053898,0.802612723953081,1.06701218872272
3781,0,268,Dorzolamide with timolol,0.921714684274268,0.838515165686904,1.01316946189144
1645,0,408,Indomethacin,0.92040347516979,0.827002347347874,1.02435326794578
2364,0,230,Baclofen,0.915505841325359,0.816629100871509,1.02635449141645
1516,0,167,Flumetasone pivalate,0.908419541317441,0.82549877409731,0.999669640878368
2765,0,266,Testosterone esters,0.895748425934906,0.765357830550972,1.04835308470973
2764,0,441,Testosterone undecanoate,0.895146525623827,0.790723494197121,1.01335967404132
2469,0,348,Chlorpheniramine maleate,0.890247970959626,0.780282523136363,1.01571088201757
2716,0,102,Betamethasone valerate,0.885037399248151,0.8123065385558,0.964280306619893
1374,0,463,Dapsone,0.884069293261566,0.773821509911572,1.01002428244379
2819,0,142,Ciprofloxacin,0.882630390162522,0.812206128047615,0.959160955250482
2917,0,358,Fat supplement,0.863755499790823,0.73720786582134,1.01202604856593
2373,0,306,Famotidine,0.863699781271825,0.783729390593901,0.951830212216113
1183,0,113,Quetiapine,0.857853699085881,0.766343231375716,0.960291601602902
2050,0,429,Oestrogens with medroxyprogesterone,0.851807437307761,0.770435791176618,0.941773368478518
3342,0,614,Oily cream,0.849888520813148,0.744782046996609,0.96982801978476
1070,0,20,Amoxycillin Clavulanate,0.849859058023055,0.785593251584177,0.919382157429905
2762,0,534,Testosterone cipionate,0.846776976091504,0.743957485508914,0.963806751333615
1994,0,591,Pipothiazine palmitate,0.844351634124184,0.743608198925601,0.958743708149335
2913,0,362,Enteral feed with fibre 1.5kcal/ml,0.843408434692412,0.726746536566152,0.978797630149497
1861,0,490,Nicotinic acid,0.839184169798821,0.751388564438844,0.937238206928093
3898,0,641,Zuclopenthixol hydrochloride,0.835684740146004,0.744740452037177,0.93773472758538
3874,0,239,"Macrogol 3350 with potassium chloride, sodium bicarbonate and sodium chloride",0.834480670048031,0.735724795824242,0.946492482836155
2031,0,506,Prazosin,0.829828589354415,0.723023909120093,0.952410396148547
2790,0,5,Roxithromycin,0.829702890498856,0.768894084720652,0.895320825302307
1512,0,11,Flucloxacillin,0.828362283707771,0.769734243061973,0.89145582290836
1397,0,95,Diazepam,0.827965097997171,0.696512828789101,0.984226241307376
1275,0,320,Calcium carbonate with aminoacetic acid,0.824426201068901,0.722301940425074,0.940989526636063
3812,0,597,Bleomycin sulphate,0.823413727915603,0.724684785579305,0.935593213507134
2488,0,275,Paraffin liquid with soft white paraffin,0.823031053428814,0.746649890191854,0.907225895036411
1086,0,541,Ritonavir,0.821911609195066,0.708607916753698,0.953332128187936
1370,0,269,Cyclopentolate hydrochloride,0.816089946836777,0.725512247896129,0.917975958723448
1827,0,636,Peak flow meter,0.813711948589944,0.71841745408237,0.921646782821799
3950,0,618,Buprenorphine with naloxone,0.808811581381689,0.709890076617483,0.921517564091326
1825,0,150,Miconazole,0.808319216102879,0.676813790297962,0.96537624452588
